0~1日,277,30,124,154,30,93,123
2~3日,135,59,21,80,48,7,55
4~7日,76,42,4,46,30,-,30
8~14日,43,26,2,28,14,1,15
15~30日,21,16,-,16,5,-,5
31~90日,33,25,-,25,8,-,8
91~180日,3,3,-,3,-,-,-
181~365日,1,-,-,-,1,-,1
366日~,4,3,-,3,1,-,1
