"総   数",439,187,97,284,89,66,155
15歳未満,1,-,-,-,-,1,1
15~19歳,1,-,1,1,-,-,-
20~24歳,1,-,-,-,-,1,1
25~29歳,3,-,-,-,1,2,3
30~34歳,4,3,-,3,1,-,1
35~39歳,4,3,-,3,1,-,1
40~44歳,7,4,3,7,-,-,-
45~49歳,12,3,3,6,2,4,6
50~54歳,22,14,3,17,2,3,5
55~59歳,20,7,12,19,-,1,1
60~64歳,26,13,6,19,4,3,7
65~69歳,43,20,12,32,4,7,11
70~74歳,74,38,15,53,16,5,21
75~79歳,74,35,17,52,17,5,22
80~84歳,74,26,14,40,16,18,34
85歳以上,73,21,11,32,25,16,41
