"総   数",774,367,167,534,129,111,240
15歳未満,3,-,2,2,-,1,1
15~19歳,2,-,2,2,-,-,-
20~24歳,7,2,3,5,1,1,2
25~29歳,4,2,1,3,1,-,1
30~34歳,9,6,1,7,2,-,2
35~39歳,3,1,2,3,-,-,-
40~44歳,11,8,2,10,-,1,1
45~49歳,24,14,3,17,1,6,7
50~54歳,39,22,7,29,4,6,10
55~59歳,51,34,8,42,7,2,9
60~64歳,55,36,8,44,7,4,11
65~69歳,89,54,21,75,9,5,14
70~74歳,121,69,18,87,20,14,34
75~79歳,119,54,29,83,22,14,36
80~84歳,106,39,28,67,19,20,39
85歳以上,131,26,32,58,36,37,73
