"総   数",507,231,111,342,84,81,165
15歳未満,-,-,-,-,-,-,-
15~19歳,2,-,-,-,-,2,2
20~24歳,3,1,1,2,1,-,1
25~29歳,4,-,3,3,1,-,1
30~34歳,2,1,-,1,-,1,1
35~39歳,7,4,1,5,1,1,2
40~44歳,9,2,4,6,3,-,3
45~49歳,24,12,6,18,3,3,6
50~54歳,24,11,9,20,2,2,4
55~59歳,35,19,7,26,3,6,9
60~64歳,41,23,9,32,3,6,9
65~69歳,48,34,10,44,2,2,4
70~74歳,83,46,11,57,16,10,26
75~79歳,72,36,12,48,12,12,24
80~84歳,70,23,14,37,17,16,33
85歳以上,83,19,24,43,20,20,40
