age,gender,household,time,ward,year
77,m,s,15-30,22,18
77,m,s,15-30,22,18
77,m,s,15-30,22,18
77,m,s,15-30,22,18
77,m,s,15-30,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,w,s,2-3,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,m,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
77,w,m,0-1,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,15-30,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,m,s,31-90,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,2-3,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,w,s,4-7,22,18
82,m,m,0-1,22,18
82,m,m,0-1,22,18
82,m,m,0-1,22,18
82,m,m,0-1,22,18
82,m,m,0-1,22,18
82,m,m,0-1,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,m,m,2-3,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
82,w,m,0-1,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,31-90,22,18
87,m,s,91-180,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,4-7,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,8-14,22,18
87,w,s,15-30,22,18
87,w,s,15-30,22,18
87,w,s,15-30,22,18
87,w,s,15-30,22,18
87,w,s,31-90,22,18
87,w,s,31-90,22,18
87,w,s,91-180,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,2-3,22,18
87,m,m,4-7,22,18
87,m,m,4-7,22,18
87,m,m,4-7,22,18
87,m,m,4-7,22,18
87,m,m,4-7,22,18
87,m,m,15-30,22,18
87,m,m,31-90,22,18
87,m,m,91-180,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,0-1,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,2-3,22,18
87,w,m,4-7,22,18
12,m,m,0-1,23,18
17,m,s,0-1,23,18
17,w,m,0-1,23,18
22,m,s,0-1,23,18
22,m,m,0-1,23,18
22,m,m,0-1,23,18
22,m,m,0-1,23,18
22,w,m,0-1,23,18
27,m,s,0-1,23,18
27,m,s,0-1,23,18
27,m,s,0-1,23,18
27,w,s,0-1,23,18
27,w,s,0-1,23,18
27,m,m,0-1,23,18
27,m,m,0-1,23,18
27,w,m,0-1,23,18
27,w,m,0-1,23,18
32,m,s,0-1,23,18
32,m,m,0-1,23,18
32,m,m,0-1,23,18
32,m,m,0-1,23,18
32,w,m,0-1,23,18
32,w,m,0-1,23,18
37,m,s,0-1,23,18
37,m,s,0-1,23,18
37,m,s,0-1,23,18
37,m,s,0-1,23,18
37,m,s,0-1,23,18
37,m,m,0-1,23,18
37,m,m,0-1,23,18
37,m,m,0-1,23,18
37,m,m,0-1,23,18
37,m,m,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,m,s,0-1,23,18
42,w,s,0-1,23,18
42,w,s,0-1,23,18
42,m,m,0-1,23,18
42,m,m,0-1,23,18
42,m,m,0-1,23,18
42,w,m,0-1,23,18
42,w,m,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,m,s,0-1,23,18
47,w,s,0-1,23,18
47,w,s,0-1,23,18
47,w,s,0-1,23,18
47,w,s,0-1,23,18
47,m,m,0-1,23,18
47,m,m,0-1,23,18
47,m,m,0-1,23,18
47,m,m,0-1,23,18
47,m,m,0-1,23,18
47,m,m,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,0-1,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,m,s,2-3,23,18
52,w,s,0-1,23,18
52,w,s,0-1,23,18
52,w,s,0-1,23,18
52,w,s,0-1,23,18
52,m,m,0-1,23,18
52,m,m,0-1,23,18
52,m,m,0-1,23,18
52,w,m,0-1,23,18
52,w,m,0-1,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,m,s,2-3,23,18
57,w,s,0-1,23,18
57,w,s,0-1,23,18
57,w,s,0-1,23,18
57,m,m,0-1,23,18
57,m,m,0-1,23,18
57,m,m,0-1,23,18
57,m,m,0-1,23,18
57,w,m,0-1,23,18
57,w,m,0-1,23,18
57,w,m,0-1,23,18
57,w,m,0-1,23,18
57,w,m,0-1,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,2-3,23,18
62,m,s,4-7,23,18
62,m,s,4-7,23,18
62,m,s,4-7,23,18
62,m,s,4-7,23,18
62,w,s,0-1,23,18
62,w,s,0-1,23,18
62,w,s,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,m,m,0-1,23,18
62,w,m,0-1,23,18
62,w,m,0-1,23,18
62,w,m,0-1,23,18
62,w,m,0-1,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,m,s,4-7,23,18
67,w,s,0-1,23,18
67,w,s,0-1,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,w,s,2-3,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,m,m,0-1,23,18
67,w,m,0-1,23,18
67,w,m,0-1,23,18
67,w,m,0-1,23,18
67,w,m,0-1,23,18
67,w,m,0-1,23,18
67,w,m,0-1,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,4-7,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,m,s,8-14,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,w,s,2-3,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,m,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
72,w,m,0-1,23,18
77,m,s,8-14,23,18
77,m,s,8-14,23,18
77,m,s,8-14,23,18
77,m,s,8-14,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,m,s,15-30,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,w,s,2-3,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,m,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
77,w,m,0-1,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,15-30,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,m,s,31-90,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,2-3,23,18
82,w,s,4-7,23,18
82,w,s,4-7,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,0-1,23,18
82,m,m,2-3,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
82,w,m,0-1,23,18
87,m,s,31-90,23,18
87,m,s,31-90,23,18
87,m,s,31-90,23,18
87,m,s,31-90,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,m,s,91-180,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,4-7,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,8-14,23,18
87,w,s,15-30,23,18
87,w,s,15-30,23,18
87,w,s,15-30,23,18
87,w,s,31-90,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,2-3,23,18
87,m,m,4-7,23,18
87,m,m,4-7,23,18
87,m,m,4-7,23,18
87,m,m,4-7,23,18
87,m,m,15-30,23,18
87,m,m,15-30,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,0-1,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
87,w,m,2-3,23,18
37,m,s,0-1,01,19
37,w,m,0-1,01,19
42,m,s,0-1,01,19
47,m,s,0-1,01,19
52,m,s,2-3,01,19
57,m,s,2-3,01,19
57,m,s,2-3,01,19
57,w,s,2-3,01,19
62,w,s,2-3,01,19
67,m,s,2-3,01,19
67,m,s,4-7,01,19
67,w,s,4-7,01,19
67,m,m,0-1,01,19
72,m,s,4-7,01,19
72,w,s,4-7,01,19
72,m,m,0-1,01,19
77,m,m,0-1,01,19
77,m,m,0-1,01,19
77,w,m,0-1,01,19
82,m,s,4-7,01,19
82,w,s,8-14,01,19
82,w,s,8-14,01,19
82,m,m,0-1,01,19
82,m,m,0-1,01,19
87,m,s,31-90,01,19
87,m,s,31-90,01,19
87,m,s,181-365,01,19
87,w,s,31-90,01,19
87,m,m,0-1,01,19
87,m,m,2-3,01,19
87,w,m,31-90,01,19
87,w,m,91-180,01,19
22,m,s,0-1,02,19
22,m,m,0-1,02,19
22,m,m,0-1,02,19
27,m,s,0-1,02,19
27,w,s,0-1,02,19
32,w,m,0-1,02,19
37,w,s,0-1,02,19
37,w,s,0-1,02,19
42,w,s,2-3,02,19
42,w,s,2-3,02,19
47,m,s,0-1,02,19
47,m,s,0-1,02,19
47,m,s,0-1,02,19
47,m,m,0-1,02,19
47,m,m,0-1,02,19
47,w,m,0-1,02,19
52,m,s,0-1,02,19
52,m,s,0-1,02,19
52,m,s,2-3,02,19
52,m,m,0-1,02,19
52,m,m,0-1,02,19
52,w,m,0-1,02,19
57,m,s,2-3,02,19
57,m,s,2-3,02,19
57,m,s,2-3,02,19
57,w,s,2-3,02,19
57,w,s,2-3,02,19
57,m,m,0-1,02,19
62,m,s,2-3,02,19
62,m,s,2-3,02,19
62,w,s,4-7,02,19
62,m,m,0-1,02,19
62,w,m,0-1,02,19
67,m,s,2-3,02,19
67,m,s,2-3,02,19
67,m,s,2-3,02,19
67,m,s,2-3,02,19
67,m,s,4-7,02,19
67,m,s,4-7,02,19
67,m,s,4-7,02,19
67,m,s,4-7,02,19
67,m,s,4-7,02,19
67,w,s,4-7,02,19
67,m,m,0-1,02,19
67,m,m,0-1,02,19
67,m,m,0-1,02,19
72,m,s,4-7,02,19
72,m,s,8-14,02,19
72,m,s,8-14,02,19
72,m,s,8-14,02,19
72,m,s,8-14,02,19
72,m,s,15-30,02,19
72,m,m,0-1,02,19
77,m,s,31-90,02,19
77,m,s,31-90,02,19
77,m,s,31-90,02,19
77,m,s,31-90,02,19
77,w,s,4-7,02,19
77,w,s,4-7,02,19
77,w,s,8-14,02,19
77,m,m,0-1,02,19
77,m,m,0-1,02,19
77,m,m,0-1,02,19
77,m,m,0-1,02,19
77,m,m,2-3,02,19
82,m,s,91-180,02,19
82,m,s,91-180,02,19
82,w,s,8-14,02,19
82,w,s,8-14,02,19
82,w,s,8-14,02,19
82,w,m,0-1,02,19
82,w,m,0-1,02,19
82,w,m,0-1,02,19
82,w,m,0-1,02,19
82,w,m,0-1,02,19
87,m,s,181-365,02,19
87,m,s,>365,02,19
87,m,s,>365,02,19
87,w,s,8-14,02,19
87,w,s,15-30,02,19
87,w,s,31-90,02,19
87,w,s,91-180,02,19
87,m,m,4-7,02,19
87,m,m,31-90,02,19
87,w,m,0-1,02,19
87,w,m,2-3,02,19
22,w,m,0-1,03,19
22,w,m,0-1,03,19
27,m,s,0-1,03,19
32,w,s,0-1,03,19
32,w,m,0-1,03,19
37,m,s,0-1,03,19
37,m,s,0-1,03,19
37,w,s,0-1,03,19
37,w,s,0-1,03,19
37,w,s,0-1,03,19
42,m,m,0-1,03,19
47,m,s,0-1,03,19
47,m,s,0-1,03,19
47,m,s,0-1,03,19
47,w,s,0-1,03,19
47,w,m,0-1,03,19
52,m,s,0-1,03,19
52,m,s,2-3,03,19
52,m,s,2-3,03,19
52,m,s,2-3,03,19
52,m,s,2-3,03,19
52,m,s,2-3,03,19
52,w,s,0-1,03,19
52,m,m,0-1,03,19
52,m,m,0-1,03,19
52,m,m,0-1,03,19
52,w,m,0-1,03,19
57,m,s,2-3,03,19
57,m,s,2-3,03,19
57,m,s,2-3,03,19
