age,gender,household,time,ward,year
32,w,s,0-1,01,3
32,w,m,0-1,01,3
47,m,s,0-1,01,3
47,m,m,0-1,01,3
52,m,s,0-1,01,3
52,m,s,0-1,01,3
52,m,s,0-1,01,3
52,m,m,0-1,01,3
52,w,m,0-1,01,3
57,m,s,2-3,01,3
57,m,s,2-3,01,3
57,m,s,15-30,01,3
62,m,s,31-90,01,3
62,m,m,0-1,01,3
62,m,m,0-1,01,3
67,w,s,2-3,01,3
67,w,s,4-7,01,3
67,w,m,0-1,01,3
72,m,m,0-1,01,3
77,w,m,0-1,01,3
82,w,s,8-14,01,3
82,m,m,0-1,01,3
82,m,m,0-1,01,3
82,w,m,0-1,01,3
87,m,m,0-1,01,3
87,w,m,4-7,01,3
27,m,s,0-1,02,3
27,w,m,0-1,02,3
32,m,s,0-1,02,3
32,w,s,0-1,02,3
37,w,m,0-1,02,3
47,m,m,0-1,02,3
47,m,m,0-1,02,3
52,m,s,0-1,02,3
52,m,s,0-1,02,3
57,m,s,0-1,02,3
57,m,s,2-3,02,3
57,m,s,2-3,02,3
62,m,s,2-3,02,3
62,w,s,0-1,02,3
62,m,m,0-1,02,3
62,m,m,0-1,02,3
62,w,m,0-1,02,3
67,m,s,2-3,02,3
67,m,m,0-1,02,3
72,m,s,2-3,02,3
72,m,s,2-3,02,3
72,w,s,0-1,02,3
72,w,s,0-1,02,3
72,w,s,0-1,02,3
72,m,m,0-1,02,3
72,m,m,0-1,02,3
72,w,m,0-1,02,3
72,w,m,0-1,02,3
77,m,s,2-3,02,3
77,m,s,8-14,02,3
77,w,s,0-1,02,3
77,w,s,4-7,02,3
77,w,s,4-7,02,3
77,m,m,0-1,02,3
77,w,m,0-1,02,3
82,m,s,15-30,02,3
82,w,s,4-7,02,3
82,w,s,8-14,02,3
82,m,m,0-1,02,3
82,w,m,0-1,02,3
82,w,m,0-1,02,3
87,w,s,8-14,02,3
87,w,s,31-90,02,3
87,m,m,0-1,02,3
87,m,m,0-1,02,3
87,m,m,0-1,02,3
22,w,s,0-1,03,3
27,w,m,0-1,03,3
32,m,s,0-1,03,3
37,m,s,0-1,03,3
37,m,s,0-1,03,3
37,w,s,0-1,03,3
42,m,s,0-1,03,3
42,w,s,0-1,03,3
47,w,s,0-1,03,3
52,m,s,0-1,03,3
52,m,s,0-1,03,3
52,w,s,0-1,03,3
52,w,s,0-1,03,3
52,m,m,0-1,03,3
52,w,m,0-1,03,3
57,m,s,0-1,03,3
57,m,s,2-3,03,3
57,m,s,2-3,03,3
57,m,s,2-3,03,3
57,m,s,2-3,03,3
57,w,s,2-3,03,3
57,m,m,0-1,03,3
57,m,m,0-1,03,3
57,m,m,0-1,03,3
62,m,s,2-3,03,3
62,m,s,4-7,03,3
62,m,s,4-7,03,3
62,w,s,2-3,03,3
62,w,s,2-3,03,3
62,m,m,0-1,03,3
62,m,m,0-1,03,3
62,w,m,0-1,03,3
67,m,s,4-7,03,3
67,m,s,4-7,03,3
67,m,s,4-7,03,3
67,m,s,8-14,03,3
67,w,s,2-3,03,3
67,w,s,2-3,03,3
67,w,s,2-3,03,3
67,w,s,2-3,03,3
67,m,m,0-1,03,3
67,w,m,0-1,03,3
67,w,m,0-1,03,3
72,m,s,8-14,03,3
72,w,s,4-7,03,3
72,w,s,4-7,03,3
72,w,s,4-7,03,3
72,w,m,0-1,03,3
72,w,m,0-1,03,3
72,w,m,0-1,03,3
72,w,m,0-1,03,3
77,m,s,8-14,03,3
77,m,s,15-30,03,3
77,m,s,15-30,03,3
77,m,s,15-30,03,3
77,w,s,4-7,03,3
77,w,s,4-7,03,3
77,w,s,4-7,03,3
77,w,s,4-7,03,3
77,w,s,4-7,03,3
77,m,m,0-1,03,3
77,m,m,0-1,03,3
77,m,m,0-1,03,3
82,w,s,4-7,03,3
82,m,m,0-1,03,3
82,w,m,0-1,03,3
82,w,m,0-1,03,3
87,m,s,15-30,03,3
87,m,s,31-90,03,3
87,w,s,8-14,03,3
87,w,s,8-14,03,3
87,w,s,15-30,03,3
87,w,s,91-180,03,3
87,m,m,0-1,03,3
87,w,m,0-1,03,3
87,w,m,0-1,03,3
87,w,m,0-1,03,3
87,w,m,0-1,03,3
12,w,m,0-1,04,3
22,m,s,0-1,04,3
22,m,s,0-1,04,3
22,w,s,0-1,04,3
22,w,m,0-1,04,3
27,w,s,0-1,04,3
27,w,s,0-1,04,3
27,m,m,0-1,04,3
27,m,m,0-1,04,3
27,m,m,0-1,04,3
27,w,m,0-1,04,3
32,m,s,0-1,04,3
32,m,s,0-1,04,3
32,w,s,0-1,04,3
32,w,s,0-1,04,3
32,m,m,0-1,04,3
37,m,s,0-1,04,3
37,m,s,0-1,04,3
37,m,s,0-1,04,3
37,w,s,0-1,04,3
37,m,m,0-1,04,3
42,m,s,0-1,04,3
42,m,s,0-1,04,3
42,m,m,0-1,04,3
42,w,m,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,m,s,0-1,04,3
47,w,s,0-1,04,3
47,m,m,0-1,04,3
47,w,m,0-1,04,3
47,w,m,0-1,04,3
52,m,s,0-1,04,3
52,m,s,0-1,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,m,s,2-3,04,3
52,w,s,0-1,04,3
52,w,s,0-1,04,3
52,w,s,0-1,04,3
52,w,s,0-1,04,3
52,w,m,0-1,04,3
52,w,m,0-1,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,m,s,2-3,04,3
57,w,s,0-1,04,3
57,w,s,0-1,04,3
57,w,s,0-1,04,3
57,m,m,0-1,04,3
57,m,m,0-1,04,3
57,m,m,0-1,04,3
57,m,m,0-1,04,3
62,m,s,2-3,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,m,s,4-7,04,3
62,w,s,0-1,04,3
62,w,s,0-1,04,3
62,w,s,0-1,04,3
62,m,m,0-1,04,3
62,w,m,0-1,04,3
62,w,m,0-1,04,3
62,w,m,0-1,04,3
67,m,s,4-7,04,3
67,m,s,4-7,04,3
67,m,s,8-14,04,3
67,m,s,8-14,04,3
67,m,s,8-14,04,3
67,m,s,8-14,04,3
67,m,s,8-14,04,3
67,w,s,0-1,04,3
67,w,s,0-1,04,3
67,w,s,0-1,04,3
67,w,s,2-3,04,3
67,w,s,2-3,04,3
67,w,s,2-3,04,3
67,w,s,2-3,04,3
67,m,m,0-1,04,3
67,m,m,0-1,04,3
67,m,m,0-1,04,3
67,m,m,0-1,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,m,s,8-14,04,3
72,w,s,2-3,04,3
72,w,s,2-3,04,3
72,w,s,2-3,04,3
72,w,s,2-3,04,3
72,w,s,2-3,04,3
72,w,s,2-3,04,3
72,m,m,0-1,04,3
72,m,m,0-1,04,3
72,m,m,0-1,04,3
72,w,m,0-1,04,3
72,w,m,0-1,04,3
77,m,s,8-14,04,3
77,m,s,8-14,04,3
77,m,s,15-30,04,3
77,m,s,15-30,04,3
77,m,s,15-30,04,3
77,w,s,2-3,04,3
77,w,s,4-7,04,3
77,w,s,4-7,04,3
77,m,m,0-1,04,3
77,m,m,0-1,04,3
77,m,m,0-1,04,3
77,w,m,0-1,04,3
77,w,m,0-1,04,3
77,w,m,0-1,04,3
82,m,s,15-30,04,3
82,m,s,15-30,04,3
82,m,s,15-30,04,3
82,w,s,4-7,04,3
82,w,s,4-7,04,3
82,w,s,8-14,04,3
82,w,s,8-14,04,3
82,w,s,8-14,04,3
82,m,m,0-1,04,3
82,m,m,0-1,04,3
82,m,m,0-1,04,3
82,m,m,2-3,04,3
82,w,m,0-1,04,3
82,w,m,0-1,04,3
82,w,m,0-1,04,3
82,w,m,0-1,04,3
82,w,m,0-1,04,3
82,w,m,0-1,04,3
87,m,s,15-30,04,3
87,m,s,31-90,04,3
87,m,s,31-90,04,3
87,m,s,31-90,04,3
87,m,s,31-90,04,3
87,w,s,8-14,04,3
87,w,s,8-14,04,3
87,w,s,15-30,04,3
87,w,s,15-30,04,3
87,w,s,15-30,04,3
87,w,s,15-30,04,3
87,w,s,31-90,04,3
87,m,m,2-3,04,3
87,m,m,2-3,04,3
87,m,m,4-7,04,3
87,m,m,4-7,04,3
87,m,m,4-7,04,3
87,w,m,0-1,04,3
87,w,m,0-1,04,3
87,w,m,0-1,04,3
87,w,m,0-1,04,3
87,w,m,2-3,04,3
87,w,m,4-7,04,3
87,w,m,8-14,04,3
27,m,s,0-1,05,3
27,w,m,0-1,05,3
32,w,s,0-1,05,3
32,m,m,0-1,05,3
37,m,s,0-1,05,3
37,w,s,0-1,05,3
37,m,m,0-1,05,3
42,m,s,0-1,05,3
47,m,s,0-1,05,3
47,m,s,0-1,05,3
47,m,m,0-1,05,3
47,w,m,0-1,05,3
52,m,s,0-1,05,3
52,m,s,0-1,05,3
52,m,s,0-1,05,3
52,m,s,2-3,05,3
52,m,s,2-3,05,3
52,m,m,0-1,05,3
52,m,m,0-1,05,3
52,m,m,0-1,05,3
57,m,s,2-3,05,3
57,m,s,2-3,05,3
57,m,s,2-3,05,3
57,w,s,0-1,05,3
57,m,m,0-1,05,3
57,w,m,0-1,05,3
62,m,s,2-3,05,3
62,m,s,2-3,05,3
62,m,s,2-3,05,3
62,m,s,2-3,05,3
62,m,s,4-7,05,3
62,m,s,4-7,05,3
62,m,s,4-7,05,3
62,m,s,4-7,05,3
62,m,s,4-7,05,3
62,w,s,0-1,05,3
62,m,m,0-1,05,3
62,m,m,0-1,05,3
62,m,m,0-1,05,3
62,m,m,0-1,05,3
62,w,m,0-1,05,3
62,w,m,0-1,05,3
67,m,s,4-7,05,3
67,m,s,4-7,05,3
67,w,s,0-1,05,3
67,w,s,0-1,05,3
67,w,s,0-1,05,3
67,m,m,0-1,05,3
67,m,m,0-1,05,3
67,m,m,0-1,05,3
67,m,m,0-1,05,3
67,w,m,0-1,05,3
67,w,m,0-1,05,3
72,m,s,8-14,05,3
72,w,s,0-1,05,3
72,w,s,0-1,05,3
72,w,s,2-3,05,3
72,m,m,0-1,05,3
72,m,m,0-1,05,3
72,w,m,0-1,05,3
72,w,m,0-1,05,3
72,w,m,0-1,05,3
77,m,s,8-14,05,3
77,m,s,8-14,05,3
77,m,s,8-14,05,3
77,w,s,2-3,05,3
77,w,s,2-3,05,3
77,w,s,2-3,05,3
77,m,m,0-1,05,3
77,m,m,0-1,05,3
77,m,m,0-1,05,3
77,m,m,0-1,05,3
77,w,m,0-1,05,3
77,w,m,0-1,05,3
82,m,s,15-30,05,3
82,m,s,15-30,05,3
82,m,s,31-90,05,3
82,w,s,2-3,05,3
82,w,s,2-3,05,3
82,w,s,4-7,05,3
82,w,s,4-7,05,3
82,m,m,0-1,05,3
82,m,m,0-1,05,3
82,m,m,0-1,05,3
82,m,m,0-1,05,3
82,m,m,0-1,05,3
82,w,m,0-1,05,3
82,w,m,0-1,05,3
82,w,m,0-1,05,3
82,w,m,0-1,05,3
82,w,m,0-1,05,3
87,m,s,91-180,05,3
87,w,s,4-7,05,3
87,w,s,8-14,05,3
87,w,s,8-14,05,3
87,w,s,15-30,05,3
87,w,s,31-90,05,3
87,w,s,31-90,05,3
87,m,m,0-1,05,3
87,m,m,0-1,05,3
87,m,m,0-1,05,3
87,m,m,4-7,05,3
87,w,m,0-1,05,3
87,w,m,0-1,05,3
87,w,m,0-1,05,3
87,w,m,0-1,05,3
87,w,m,0-1,05,3
87,w,m,0-1,05,3
87,w,m,2-3,05,3
87,w,m,2-3,05,3
87,w,m,2-3,05,3
87,w,m,2-3,05,3
87,w,m,2-3,05,3
87,w,m,2-3,05,3
12,w,m,0-1,06,3
22,m,s,0-1,06,3
22,m,m,0-1,06,3
32,m,s,0-1,06,3
32,m,m,0-1,06,3
32,w,m,0-1,06,3
37,m,s,0-1,06,3
37,w,s,0-1,06,3
37,w,s,0-1,06,3
37,m,m,0-1,06,3
37,w,m,0-1,06,3
37,w,m,0-1,06,3
42,m,m,0-1,06,3
42,m,m,0-1,06,3
42,m,m,0-1,06,3
42,m,m,0-1,06,3
47,m,s,0-1,06,3
47,m,s,0-1,06,3
47,m,s,0-1,06,3
47,m,m,0-1,06,3
47,m,m,0-1,06,3
47,m,m,0-1,06,3
47,w,m,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,m,s,0-1,06,3
52,w,s,0-1,06,3
52,m,m,0-1,06,3
52,w,m,0-1,06,3
57,m,s,0-1,06,3
57,m,s,0-1,06,3
57,m,s,2-3,06,3
57,m,s,2-3,06,3
57,m,s,2-3,06,3
57,m,s,2-3,06,3
57,m,s,2-3,06,3
57,m,m,0-1,06,3
57,m,m,0-1,06,3
57,w,m,0-1,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,s,2-3,06,3
62,m,m,0-1,06,3
62,m,m,0-1,06,3
62,m,m,0-1,06,3
67,m,s,2-3,06,3
67,m,s,2-3,06,3
67,m,s,2-3,06,3
67,m,s,2-3,06,3
67,m,s,2-3,06,3
67,m,s,2-3,06,3
67,m,s,4-7,06,3
67,m,s,4-7,06,3
67,m,s,4-7,06,3
67,m,s,4-7,06,3
67,m,s,4-7,06,3
67,m,s,4-7,06,3
67,w,s,0-1,06,3
67,w,s,0-1,06,3
67,w,s,2-3,06,3
67,m,m,0-1,06,3
67,m,m,0-1,06,3
67,m,m,0-1,06,3
67,m,m,0-1,06,3
67,w,m,0-1,06,3
67,w,m,0-1,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,4-7,06,3
72,m,s,8-14,06,3
72,w,s,2-3,06,3
72,w,s,2-3,06,3
72,w,s,2-3,06,3
72,w,s,2-3,06,3
72,w,s,2-3,06,3
72,w,s,2-3,06,3
72,m,m,0-1,06,3
72,m,m,0-1,06,3
72,w,m,0-1,06,3
72,w,m,0-1,06,3
72,w,m,0-1,06,3
77,m,s,8-14,06,3
77,m,s,15-30,06,3
77,m,s,15-30,06,3
77,m,s,15-30,06,3
77,m,s,15-30,06,3
77,m,s,31-90,06,3
77,w,s,2-3,06,3
77,w,s,2-3,06,3
77,w,s,2-3,06,3
77,w,s,4-7,06,3
77,w,s,4-7,06,3
77,m,m,0-1,06,3
77,w,m,0-1,06,3
77,w,m,0-1,06,3
77,w,m,0-1,06,3
77,w,m,0-1,06,3
77,w,m,0-1,06,3
82,m,s,31-90,06,3
82,m,s,31-90,06,3
82,m,s,181-365,06,3
82,w,s,4-7,06,3
82,w,s,4-7,06,3
82,m,m,0-1,06,3
82,m,m,0-1,06,3
82,m,m,0-1,06,3
82,w,m,0-1,06,3
82,w,m,0-1,06,3
82,w,m,0-1,06,3
87,m,s,181-365,06,3
87,w,s,8-14,06,3
87,w,s,8-14,06,3
87,w,s,15-30,06,3
87,w,s,15-30,06,3
87,w,s,15-30,06,3
87,w,s,15-30,06,3
87,m,m,0-1,06,3
87,m,m,0-1,06,3
87,m,m,2-3,06,3
87,m,m,4-7,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,0-1,06,3
87,w,m,2-3,06,3
12,m,m,0-1,07,3
22,m,s,0-1,07,3
27,m,s,0-1,07,3
27,m,s,0-1,07,3
32,m,m,0-1,07,3
32,m,m,0-1,07,3
37,m,s,0-1,07,3
37,m,s,0-1,07,3
42,m,s,0-1,07,3
42,m,m,0-1,07,3
42,m,m,0-1,07,3
42,w,m,0-1,07,3
47,m,s,0-1,07,3
47,m,s,0-1,07,3
47,m,s,0-1,07,3
47,w,s,0-1,07,3
47,m,m,0-1,07,3
52,m,s,0-1,07,3
52,m,s,0-1,07,3
52,m,s,0-1,07,3
52,m,s,0-1,07,3
52,m,s,0-1,07,3
52,m,s,0-1,07,3
52,m,m,0-1,07,3
52,m,m,0-1,07,3
52,m,m,0-1,07,3
57,m,s,0-1,07,3
57,m,s,0-1,07,3
57,m,s,0-1,07,3
57,m,s,0-1,07,3
57,m,s,0-1,07,3
57,m,s,2-3,07,3
57,m,s,2-3,07,3
57,w,s,0-1,07,3
57,w,s,0-1,07,3
57,m,m,0-1,07,3
57,m,m,0-1,07,3
57,m,m,0-1,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,2-3,07,3
62,m,s,4-7,07,3
62,m,s,4-7,07,3
62,m,m,0-1,07,3
67,m,s,4-7,07,3
67,m,s,4-7,07,3
67,m,s,4-7,07,3
67,m,s,4-7,07,3
67,m,s,8-14,07,3
67,m,s,8-14,07,3
67,m,s,8-14,07,3
67,m,s,8-14,07,3
67,m,s,8-14,07,3
67,m,s,8-14,07,3
67,w,s,0-1,07,3
67,m,m,0-1,07,3
67,m,m,0-1,07,3
67,m,m,0-1,07,3
67,w,m,0-1,07,3
67,w,m,0-1,07,3
67,w,m,0-1,07,3
72,m,s,8-14,07,3
72,m,s,8-14,07,3
72,m,s,8-14,07,3
72,m,s,8-14,07,3
72,m,s,8-14,07,3
72,w,s,0-1,07,3
72,w,s,0-1,07,3
72,m,m,0-1,07,3
72,m,m,0-1,07,3
72,m,m,0-1,07,3
72,m,m,0-1,07,3
72,m,m,0-1,07,3
72,m,m,0-1,07,3
72,w,m,0-1,07,3
72,w,m,0-1,07,3
72,w,m,0-1,07,3
77,m,s,8-14,07,3
77,w,s,0-1,07,3
77,w,s,0-1,07,3
77,w,s,2-3,07,3
77,w,s,2-3,07,3
77,m,m,0-1,07,3
77,m,m,0-1,07,3
77,m,m,0-1,07,3
77,m,m,0-1,07,3
77,m,m,0-1,07,3
77,w,m,0-1,07,3
77,w,m,0-1,07,3
77,w,m,0-1,07,3
77,w,m,0-1,07,3
77,w,m,0-1,07,3
82,m,s,15-30,07,3
82,m,s,15-30,07,3
82,m,s,15-30,07,3
82,m,s,15-30,07,3
82,w,s,2-3,07,3
82,w,s,2-3,07,3
82,w,s,2-3,07,3
82,m,m,0-1,07,3
82,m,m,0-1,07,3
82,m,m,0-1,07,3
82,m,m,0-1,07,3
82,w,m,0-1,07,3
82,w,m,0-1,07,3
82,w,m,0-1,07,3
87,m,s,15-30,07,3
87,m,s,15-30,07,3
87,m,s,31-90,07,3
87,m,s,31-90,07,3
87,w,s,2-3,07,3
87,w,s,4-7,07,3
87,w,s,8-14,07,3
87,w,s,8-14,07,3
87,w,s,8-14,07,3
87,w,s,8-14,07,3
87,m,m,0-1,07,3
87,m,m,0-1,07,3
87,m,m,2-3,07,3
87,m,m,4-7,07,3
87,m,m,4-7,07,3
87,w,m,0-1,07,3
87,w,m,0-1,07,3
87,w,m,0-1,07,3
87,w,m,2-3,07,3
17,m,m,0-1,08,3
22,m,s,0-1,08,3
22,m,m,0-1,08,3
27,w,m,0-1,08,3
32,m,s,0-1,08,3
32,m,s,0-1,08,3
32,m,s,0-1,08,3
32,m,m,0-1,08,3
37,m,s,0-1,08,3
37,m,s,0-1,08,3
37,m,s,0-1,08,3
37,m,m,0-1,08,3
37,w,m,0-1,08,3
42,m,s,0-1,08,3
42,m,s,0-1,08,3
42,m,s,0-1,08,3
42,m,s,0-1,08,3
42,m,m,0-1,08,3
47,m,s,0-1,08,3
47,m,s,0-1,08,3
47,m,s,0-1,08,3
47,m,m,0-1,08,3
47,m,m,0-1,08,3
47,m,m,0-1,08,3
47,w,m,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,m,s,0-1,08,3
52,w,s,0-1,08,3
52,m,m,0-1,08,3
52,m,m,0-1,08,3
52,m,m,0-1,08,3
52,m,m,0-1,08,3
52,w,m,0-1,08,3
52,w,m,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,0-1,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,m,s,2-3,08,3
57,w,s,0-1,08,3
57,w,s,0-1,08,3
57,w,s,0-1,08,3
57,w,s,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,m,m,0-1,08,3
57,w,m,0-1,08,3
57,w,m,0-1,08,3
57,w,m,0-1,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,2-3,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,m,s,4-7,08,3
62,w,s,0-1,08,3
62,m,m,0-1,08,3
62,m,m,0-1,08,3
62,m,m,0-1,08,3
62,m,m,0-1,08,3
62,m,m,0-1,08,3
62,w,m,0-1,08,3
62,w,m,0-1,08,3
62,w,m,0-1,08,3
62,w,m,0-1,08,3
62,w,m,0-1,08,3
62,w,m,0-1,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,4-7,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,m,s,8-14,08,3
67,w,s,0-1,08,3
67,w,s,0-1,08,3
67,m,m,0-1,08,3
67,m,m,0-1,08,3
67,m,m,0-1,08,3
67,m,m,0-1,08,3
67,m,m,0-1,08,3
67,w,m,0-1,08,3
67,w,m,0-1,08,3
67,w,m,0-1,08,3
72,m,s,8-14,08,3
72,m,s,8-14,08,3
72,m,s,8-14,08,3
72,m,s,8-14,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,m,s,15-30,08,3
72,w,s,0-1,08,3
72,w,s,0-1,08,3
72,w,s,0-1,08,3
72,w,s,0-1,08,3
72,m,m,0-1,08,3
72,m,m,0-1,08,3
72,m,m,0-1,08,3
72,m,m,0-1,08,3
72,m,m,0-1,08,3
72,m,m,0-1,08,3
72,w,m,0-1,08,3
77,m,s,15-30,08,3
77,m,s,15-30,08,3
77,m,s,15-30,08,3
77,m,s,15-30,08,3
77,m,s,15-30,08,3
77,m,s,15-30,08,3
77,w,s,0-1,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,2-3,08,3
77,w,s,4-7,08,3
77,m,m,0-1,08,3
77,m,m,0-1,08,3
77,m,m,0-1,08,3
77,w,m,0-1,08,3
77,w,m,0-1,08,3
77,w,m,0-1,08,3
82,m,s,15-30,08,3
82,m,s,15-30,08,3
82,m,s,15-30,08,3
82,m,s,15-30,08,3
82,m,s,31-90,08,3
82,m,s,31-90,08,3
82,w,s,4-7,08,3
82,w,s,4-7,08,3
82,w,s,4-7,08,3
82,w,s,4-7,08,3
82,w,s,4-7,08,3
82,w,s,8-14,08,3
82,m,m,0-1,08,3
82,m,m,0-1,08,3
82,m,m,0-1,08,3
82,m,m,0-1,08,3
82,m,m,0-1,08,3
82,m,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
82,w,m,0-1,08,3
87,m,s,31-90,08,3
87,m,s,91-180,08,3
87,m,s,91-180,08,3
87,m,s,91-180,08,3
87,w,s,8-14,08,3
87,w,s,8-14,08,3
87,w,s,8-14,08,3
87,w,s,8-14,08,3
87,w,s,8-14,08,3
87,w,s,8-14,08,3
87,w,s,15-30,08,3
87,m,m,2-3,08,3
87,m,m,2-3,08,3
87,m,m,2-3,08,3
87,m,m,2-3,08,3
87,m,m,31-90,08,3
87,w,m,0-1,08,3
87,w,m,0-1,08,3
87,w,m,0-1,08,3
87,w,m,0-1,08,3
87,w,m,0-1,08,3
87,w,m,4-7,08,3
22,m,s,0-1,09,3
27,m,s,0-1,09,3
27,m,s,0-1,09,3
27,m,s,0-1,09,3
27,m,m,0-1,09,3
27,m,m,0-1,09,3
27,m,m,0-1,09,3
32,m,s,0-1,09,3
32,w,s,0-1,09,3
32,m,m,0-1,09,3
37,m,s,0-1,09,3
37,m,s,0-1,09,3
37,m,s,0-1,09,3
37,m,s,0-1,09,3
37,m,s,0-1,09,3
37,m,m,0-1,09,3
37,w,m,0-1,09,3
42,m,s,0-1,09,3
42,m,s,0-1,09,3
42,m,s,0-1,09,3
42,m,s,0-1,09,3
42,w,s,0-1,09,3
42,m,m,0-1,09,3
42,m,m,0-1,09,3
47,m,s,0-1,09,3
47,m,s,0-1,09,3
