"総   数",69,28,15,43,18,8,26
15歳未満,-,-,-,-,-,-,-
15~19歳,-,-,-,-,-,-,-
20~24歳,1,-,-,-,1,-,1
25~29歳,1,-,-,-,-,1,1
30~34歳,2,-,1,1,1,-,1
35~39歳,1,-,-,-,-,1,1
40~44歳,5,2,2,4,-,1,1
45~49歳,4,3,1,4,-,-,-
50~54歳,6,5,-,5,-,1,1
55~59歳,4,3,1,4,-,-,-
60~64歳,10,5,1,6,4,-,4
65~69歳,5,2,1,3,2,-,2
70~74歳,3,1,-,1,1,1,2
75~79歳,11,5,3,8,3,-,3
80~84歳,10,2,3,5,4,1,5
85歳以上,6,-,2,2,2,2,4
