"総   数",334,140,54,194,80,60,140
15歳未満,3,-,2,2,-,1,1
15~19歳,-,-,-,-,-,-,-
20~24歳,6,3,-,3,2,1,3
25~29歳,7,3,2,5,-,2,2
30~34歳,14,8,2,10,2,2,4
35~39歳,9,5,-,5,2,2,4
40~44歳,6,2,1,3,2,1,3
45~49歳,13,4,3,7,4,2,6
50~54歳,22,17,3,20,1,1,2
55~59歳,24,17,3,20,4,-,4
60~64歳,29,18,6,24,3,2,5
65~69歳,28,16,4,20,6,2,8
70~74歳,40,19,7,26,9,5,14
75~79歳,37,12,7,19,12,6,18
80~84歳,40,10,7,17,12,11,23
85歳以上,56,6,7,13,21,22,43
