"総   数",513,221,120,341,67,105,172
15歳未満,-,-,-,-,-,-,-
15~19歳,2,-,2,2,-,-,-
20~24歳,7,2,3,5,1,1,2
25~29歳,4,3,-,3,1,-,1
30~34歳,9,3,1,4,1,4,5
35~39歳,11,5,1,6,1,4,5
40~44歳,9,4,2,6,-,3,3
45~49歳,13,5,5,10,1,2,3
50~54歳,15,8,1,9,2,4,6
55~59歳,51,25,15,40,3,8,11
60~64歳,63,38,12,50,5,8,13
65~69歳,75,53,12,65,5,5,10
70~74歳,52,28,13,41,5,6,11
75~79歳,53,19,11,30,8,15,23
80~84歳,64,17,21,38,12,14,26
85歳以上,85,11,21,32,22,31,53
