0~1日,108,26,48,74,11,23,34
2~3日,33,20,6,26,5,2,7
4~7日,21,13,1,14,7,0,7
8~14日,14,12,0,12,1,1,2
15~30日,12,12,0,12,0,0,0
31~90日,6,4,0,4,2,0,2
91~180日,0,0,0,0,0,0,0
181~365日,1,1,0,1,0,0,0
366日~,0,0,0,0,0,0,0
