0~1日,134,24,53,77,12,45,57
2~3日,65,38,13,51,8,6,14
4~7日,34,27,1,28,5,1,6
8~14日,29,19,2,21,8,-,8
15~30日,16,16,-,16,-,-,-
31~90日,13,10,-,10,3,-,3
91~180日,1,1,-,1,-,-,-
181~365日,-,-,-,-,-,-,-
366日~,-,-,-,-,-,-,-
