0~1日,85,16,31,47,11,27,38
2~3日,40,18,6,24,11,5,16
4~7日,24,13,1,14,10,-,10
8~14日,10,8,1,9,1,-,1
15~30日,18,9,-,9,9,-,9
31~90日,8,4,-,4,4,-,4
91~180日,4,2,-,2,2,-,2
181~365日,-,-,-,-,-,-,-
366日~,-,-,-,-,-,-,-
